DateTime,Most recent forecast [MW],Day-Ahead forecast [MW],Week-Ahead forecast [MW],Real-time Upscaled Measurement [MW],Corrected Upscaled Measurement [MW],Monitored Capacity [MWp]
05/09/2018 18:45,0.83,0.8,0.98,0.56,0.73,9.97
05/09/2018 19:00,0.61,0.6,0.74,0.46,0.47,9.97
05/09/2018 19:15,0.4,0.4,0.49,0.35,0.3,9.97
05/09/2018 19:30,0.23,0.23,0.27,0.18,0.17,9.97
05/09/2018 19:45,0.12,0.12,0.13,0.02,0.08,9.97
05/09/2018 20:00,0.04,0.04,0.04,0.01,0.01,9.97
05/09/2018 20:15,0,0,0,0,0,9.97
05/09/2018 20:30,0,0,0,0,0,9.97
05/09/2018 20:45,0,0,0,0,0,9.97
05/09/2018 21:00,0,0,0,0,0,9.97
05/09/2018 21:15,0,0,0,0,0,9.97
05/09/2018 21:30,0,0,0,0,0,9.97
05/09/2018 21:45,0,0,0,0,0,9.97
05/09/2018 22:00,0,0,0,0,0,9.97
05/09/2018 22:15,0,0,0,0,0,9.97
05/09/2018 22:30,0,0,0,0,0,9.97
05/09/2018 22:45,0,0,0,0,0,9.97
05/09/2018 23:00,0,0,0,0,0,9.97
05/09/2018 23:15,0,0,0,0,0,9.97
05/09/2018 23:30,0,0,0,0,0,9.97
05/09/2018 23:45,0,0,0,0,0,9.97
06/09/2018 00:00,0,0,0,0,0,9.97
06/09/2018 00:15,0,0,0,0,0,9.97
06/09/2018 00:30,0,0,0,0,0,9.97
06/09/2018 00:45,0,0,0,0,0,9.97
06/09/2018 01:00,0,0,0,0,0,9.97
06/09/2018 01:15,0,0,0,0,0,9.97
06/09/2018 01:30,0,0,0,0,0,9.97
06/09/2018 01:45,0,0,0,0,0,9.97
06/09/2018 02:00,0,0,0,0,0,9.97
06/09/2018 02:15,0,0,0,0,0,9.97
06/09/2018 02:30,0,0,0,0,0,9.97
06/09/2018 02:45,0,0,0,0,0,9.97
06/09/2018 03:00,0,0,0,0,0,9.97
06/09/2018 03:15,0,0,0,0,0,9.97
06/09/2018 03:30,0,0,0,0,0,9.97
06/09/2018 03:45,0,0,0,0,0,9.97
06/09/2018 04:00,0,0,0,0,,9.97
06/09/2018 04:15,0,0,0,0,,9.97
06/09/2018 04:30,0,0,0,0,,9.97
06/09/2018 04:45,0,0,0,0,,9.97
06/09/2018 05:00,0,0,0,0,,9.97
06/09/2018 05:15,0,0,0,0,,9.97
06/09/2018 05:30,0,0,0,0,,9.97
06/09/2018 05:45,0,0,0,0,,9.97
06/09/2018 06:00,0,0,0,0,,9.97
06/09/2018 06:15,0,0,0,0,,9.97
06/09/2018 06:30,0,0,0,0,,9.97
06/09/2018 06:45,0,0,0,0,,9.97
06/09/2018 07:00,0.01,0.01,0.02,0,,9.97
06/09/2018 07:15,0.04,0.04,0.08,0,,9.97
06/09/2018 07:30,0.1,0.09,0.2,0.01,,9.97
06/09/2018 07:45,0.17,0.16,0.36,0,,9.97
06/09/2018 08:00,0.23,0.25,0.6,0.08,,9.97
06/09/2018 08:15,0.34,0.34,0.84,0.07,,9.97
06/09/2018 08:30,0.46,0.45,1.08,0.45,,9.97
06/09/2018 08:45,0.59,0.56,1.34,0.54,,9.97
06/09/2018 09:00,0.73,0.67,1.59,0.6,,9.97
06/09/2018 09:15,0.85,0.77,1.84,0.65,0.51,9.97
06/09/2018 09:30,0.98,0.87,2.11,0.8,0.58,9.97
06/09/2018 09:45,1.11,0.97,2.37,0.98,0.72,9.97
06/09/2018 10:00,1.24,1.07,2.63,1.09,0.98,9.97
06/09/2018 10:15,1.37,1.17,2.9,1.36,1.29,9.97
06/09/2018 10:30,1.5,1.27,3.15,1.59,1.71,9.97
06/09/2018 10:45,1.63,1.36,3.39,1.82,1.91,9.97
06/09/2018 11:00,1.85,1.45,3.62,2.09,2.14,9.97
06/09/2018 11:15,1.98,1.55,3.81,2.48,2.12,9.97
06/09/2018 11:30,2.11,1.64,3.99,2.57,2.17,9.97
06/09/2018 11:45,2.23,1.72,4.14,2.84,1.95,9.97
06/09/2018 12:00,2.36,1.8,4.27,2.95,1.83,9.97
06/09/2018 12:15,2.48,1.89,4.37,3.19,1.92,9.97
06/09/2018 12:30,2.59,1.97,4.45,3.47,,9.97
06/09/2018 12:45,2.68,2.04,4.51,3.37,2.2,9.97
06/09/2018 13:00,2.77,2.12,4.54,3.58,2.52,9.97
06/09/2018 13:15,2.84,2.19,4.56,2.44,2.62,9.97
06/09/2018 13:30,2.9,2.25,4.56,2.32,2.2,9.97
06/09/2018 13:45,2.94,2.31,4.55,2.47,2.46,9.97
06/09/2018 14:00,3.15,2.36,4.51,2.23,2.64,9.97
06/09/2018 14:15,3.17,2.4,4.46,2.36,2.92,9.97
06/09/2018 14:30,3.17,2.43,4.38,3.33,3.15,9.97
06/09/2018 14:45,3.16,2.44,4.29,2.58,3.06,9.97
06/09/2018 15:00,3.13,2.45,4.18,2.57,2.96,9.97
06/09/2018 15:15,3.09,2.45,4.04,3.93,3.04,9.97
06/09/2018 15:30,3.01,2.44,3.88,4.42,2.98,9.97
06/09/2018 15:45,2.93,2.41,3.71,2.59,2.9,9.97
06/09/2018 16:00,3.27,2.36,3.52,2.19,2.51,9.97
06/09/2018 16:15,3.12,2.3,3.31,3.24,2.44,9.97
06/09/2018 16:30,2.96,2.22,3.08,1.66,2.24,9.97
06/09/2018 16:45,2.79,2.12,2.83,2.41,2.06,9.97
06/09/2018 17:00,2.61,2.01,2.59,1.53,2.12,9.97
06/09/2018 17:15,2.41,1.89,2.35,3.19,2.39,9.97
06/09/2018 17:30,2.19,1.75,2.09,1.63,2.02,9.97
06/09/2018 17:45,1.97,1.59,1.84,1.26,1.41,9.97
06/09/2018 18:00,1.73,1.41,1.6,1.49,1.27,9.97
06/09/2018 18:15,1.48,1.22,1.36,1.32,1.15,9.97
06/09/2018 18:30,1.22,1.01,1.11,1.03,1.02,9.97
06/09/2018 18:45,0.94,0.8,0.88,0.82,0.66,9.97
06/09/2018 19:00,0.69,0.59,0.65,0.6,0.38,9.97
06/09/2018 19:15,0.43,0.38,0.42,0.38,0.26,9.97
06/09/2018 19:30,0.23,0.21,0.24,0.21,0.18,9.97
06/09/2018 19:45,0.11,0.1,0.11,0.1,0.08,9.97
06/09/2018 20:00,0.03,0.03,0.03,0.03,,9.97
06/09/2018 20:15,0,0,0,0,,9.97
06/09/2018 20:30,0,0,0,0,,9.97
06/09/2018 20:45,0,0,0,0,,9.97
06/09/2018 21:00,0,0,0,0,,9.97
06/09/2018 21:15,0,0,0,0,,9.97
06/09/2018 21:30,0,0,0,0,,9.97
06/09/2018 21:45,0,0,0,0,,9.97
06/09/2018 22:00,0,0,0,0,,9.97
06/09/2018 22:15,0,0,0,0,,9.97
06/09/2018 22:30,0,0,0,0,,9.97
06/09/2018 22:45,0,0,0,0,,9.97
06/09/2018 23:00,0,0,0,0,,9.97
06/09/2018 23:15,0,0,0,0,,9.97
06/09/2018 23:30,0,0,0,0,,9.97
06/09/2018 23:45,0,0,0,0,,9.97
07/09/2018 00:00,0,0,0,0,,9.97
07/09/2018 00:15,0,0,0,0,,9.97
07/09/2018 00:30,0,0,0,0,,9.97
07/09/2018 00:45,0,0,0,0,,9.97
07/09/2018 01:00,0,0,0,0,,9.97
07/09/2018 01:15,0,0,0,0,,9.97
07/09/2018 01:30,0,0,0,0,,9.97
07/09/2018 01:45,0,0,0,0,,9.97
07/09/2018 02:00,0,0,0,0,,9.97
07/09/2018 02:15,0,0,0,0,,9.97
07/09/2018 02:30,0,0,0,0,,9.97
07/09/2018 02:45,0,0,0,0,,9.97
07/09/2018 03:00,0,0,0,0,,9.97
07/09/2018 03:15,0,0,0,0,,9.97
07/09/2018 03:30,0,0,0,0,,9.97
07/09/2018 03:45,0,0,0,0,,9.97
07/09/2018 04:00,0,0,0,0,,9.97
07/09/2018 04:15,0,0,0,0,,9.97
07/09/2018 04:30,0,0,0,0,,9.97
07/09/2018 04:45,0,0,0,0,,9.97
07/09/2018 05:00,0,0,0,0,,9.97
07/09/2018 05:15,0,0,0,0,,9.97
07/09/2018 05:30,0,0,0,0,,9.97
07/09/2018 05:45,0,0,0,0,,9.97
07/09/2018 06:00,0,0,0,0,,9.97
07/09/2018 06:15,0,0,0,0,,9.97
07/09/2018 06:30,0,0,0,0,,9.97
07/09/2018 06:45,0,0,0,0,,9.97
07/09/2018 07:00,0.01,0.01,0.02,0.01,,9.97
07/09/2018 07:15,0.05,0.05,0.08,0.04,,9.97
07/09/2018 07:30,0.12,0.12,0.19,0.03,,9.97
07/09/2018 07:45,0.23,0.21,0.36,0.07,,9.97
07/09/2018 08:00,0.3,0.35,0.61,0.15,,9.97
07/09/2018 08:15,0.45,0.52,0.87,0.18,,9.97
07/09/2018 08:30,0.63,0.69,1.15,0.3,,9.97
07/09/2018 08:45,0.8,0.87,1.44,0.57,,9.97
07/09/2018 09:00,0.98,1.05,1.73,0.69,,9.97
07/09/2018 09:15,1.17,1.22,2.03,1.05,,9.97
07/09/2018 09:30,1.38,1.42,2.37,1.43,,9.97
07/09/2018 09:45,1.59,1.65,2.69,1.88,,9.97
07/09/2018 10:00,1.81,1.88,2.97,2.01,1.99,9.97
07/09/2018 10:15,2.04,2.11,3.29,1.83,2.6,9.97
07/09/2018 10:30,2.28,2.34,3.58,4.31,3.18,9.97
07/09/2018 10:45,2.53,2.57,3.84,3.75,2.73,9.97
07/09/2018 11:00,3.7,2.81,4.06,2.72,2.55,9.97
07/09/2018 11:15,3.91,3.05,4.26,1.89,2.48,9.97
07/09/2018 11:30,4.12,3.27,4.44,2.07,2.43,9.97
07/09/2018 11:45,4.34,3.48,4.59,2.36,,9.97
07/09/2018 12:00,4.54,3.68,4.72,0.98,,9.97
07/09/2018 12:15,4.75,3.87,4.84,3.53,,9.97
07/09/2018 12:30,4.94,4.05,4.93,3.49,,9.97
07/09/2018 12:45,5.11,4.21,4.99,5.11,,9.97
07/09/2018 13:00,5.27,4.35,5.03,5.34,,9.97
07/09/2018 13:15,5.41,4.49,5.05,5.5,,9.97
07/09/2018 13:30,5.53,4.62,5.05,5.77,,9.97
07/09/2018 13:45,5.64,4.74,5.02,5.99,,9.97
07/09/2018 14:00,5.98,4.83,4.97,5.79,,9.97
07/09/2018 14:15,6.03,4.89,4.89,5.84,,9.97
07/09/2018 14:30,6.04,4.93,4.8,5.8,4.94,9.97
07/09/2018 14:45,6.02,4.95,4.68,5.35,5.16,9.97
07/09/2018 15:00,5.98,4.94,4.54,5.38,4.97,9.97
07/09/2018 15:15,5.9,4.89,4.39,5.34,4.57,9.97
07/09/2018 15:30,5.77,4.79,4.22,5.34,4.86,9.97
07/09/2018 15:45,5.57,4.64,4.04,5.16,4.82,9.97
07/09/2018 16:00,4.97,4.45,3.85,4.93,4.32,9.97
07/09/2018 16:15,4.72,4.24,3.64,4.72,4.18,9.97
07/09/2018 16:30,4.43,3.98,3.41,4.32,3.92,9.97
07/09/2018 16:45,4.1,3.72,3.14,3.99,3.9,9.97
07/09/2018 17:00,3.78,3.43,2.84,3.95,3.67,9.97
07/09/2018 17:15,3.45,3.13,2.58,2.92,3.19,9.97
07/09/2018 17:30,3.1,2.83,2.29,2.88,2.99,9.97
07/09/2018 17:45,2.72,2.5,1.99,2.78,2.73,9.97
07/09/2018 18:00,2.33,2.15,1.71,1.73,,9.97
07/09/2018 18:15,1.94,1.79,1.43,2.42,,9.97
07/09/2018 18:30,1.54,1.44,1.16,1.9,1.39,9.97
07/09/2018 18:45,1.17,1.1,0.89,1.58,1.05,9.97
07/09/2018 19:00,0.82,0.78,0.65,0.64,,9.97
07/09/2018 19:15,0.5,0.48,0.4,0.42,,9.97
07/09/2018 19:30,0.25,0.25,0.22,0.21,,9.97
07/09/2018 19:45,0.12,0.12,0.1,0.1,,9.97
07/09/2018 20:00,0.03,0.03,0.03,0.01,0.02,9.97
07/09/2018 20:15,0,0,0,0,0,9.97
07/09/2018 20:30,0,0,0,0,0,9.97
07/09/2018 20:45,0,0,0,0,0,9.97
07/09/2018 21:00,0,0,0,0,0,9.97
07/09/2018 21:15,0,0,0,0,0,9.97
07/09/2018 21:30,0,0,0,0,0,9.97
07/09/2018 21:45,0,0,0,0,0,9.97
07/09/2018 22:00,0,0,0,0,0,9.97
07/09/2018 22:15,0,0,0,0,0,9.97
07/09/2018 22:30,0,0,0,0,0,9.97
07/09/2018 22:45,0,0,0,0,0,9.97
07/09/2018 23:00,0,0,0,0,0,9.97
07/09/2018 23:15,0,0,0,0,0,9.97
07/09/2018 23:30,0,0,0,0,0,9.97
07/09/2018 23:45,0,0,0,0,0,9.97
08/09/2018 00:00,0,0,0,0,0,9.97
08/09/2018 00:15,0,0,0,0,0,9.97
08/09/2018 00:30,0,0,0,0,0,9.97
08/09/2018 00:45,0,0,0,0,0,9.97
08/09/2018 01:00,0,0,0,0,0,9.97
08/09/2018 01:15,0,0,0,0,0,9.97
08/09/2018 01:30,0,0,0,0,0,9.97
08/09/2018 01:45,0,0,0,0,0,9.97
08/09/2018 02:00,0,0,0,0,0,9.97
08/09/2018 02:15,0,0,0,0,0,9.97
08/09/2018 02:30,0,0,0,0,0,9.97
08/09/2018 02:45,0,0,0,0,0,9.97
08/09/2018 03:00,0,0,0,0,0,9.97
08/09/2018 03:15,0,0,0,0,0,9.97
08/09/2018 03:30,0,0,0,0,0,9.97
08/09/2018 03:45,0,0,0,0,0,9.97
08/09/2018 04:00,0,0,0,0,0,9.97
08/09/2018 04:15,0,0,0,0,0,9.97
08/09/2018 04:30,0,0,0,0,0,9.97
08/09/2018 04:45,0,0,0,0,0,9.97
08/09/2018 05:00,0,0,0,0,0,9.97
08/09/2018 05:15,0,0,0,0,0,9.97
08/09/2018 05:30,0,0,0,0,0,9.97
08/09/2018 05:45,0,0,0,0,0,9.97
08/09/2018 06:00,0,0,0,0,0,9.97
08/09/2018 06:15,0,0,0,0,0,9.97
08/09/2018 06:30,0,0,0,0,0,9.97
08/09/2018 06:45,0,0,0,0,0,9.97
08/09/2018 07:00,0.01,0.01,0.01,0,0,9.97
08/09/2018 07:15,0.07,0.07,0.07,0.07,0.09,9.97
08/09/2018 07:30,0.17,0.17,0.17,0.21,,9.97
08/09/2018 07:45,0.34,0.34,0.34,0.44,0.51,9.97
08/09/2018 08:00,0.63,0.59,0.58,0.71,0.94,9.97
08/09/2018 08:15,0.89,0.84,0.83,1.02,1.37,9.97
08/09/2018 08:30,1.16,1.1,1.09,1.38,1.58,9.97
08/09/2018 08:45,1.42,1.37,1.36,1.64,1.7,9.97
08/09/2018 09:00,1.67,1.62,1.61,1.96,1.98,9.97
08/09/2018 09:15,1.91,1.87,1.88,2.42,2.17,9.97
08/09/2018 09:30,2.13,2.12,2.16,2.72,2.52,9.97
08/09/2018 09:45,2.32,2.39,2.42,3.01,3.23,9.97
08/09/2018 10:00,2.47,2.65,2.65,3.42,3.7,9.97
08/09/2018 10:15,2.6,2.9,2.86,4.01,4.14,9.97
08/09/2018 10:30,2.74,3.14,3.08,4.4,4.58,9.97
08/09/2018 10:45,2.86,3.38,3.26,4.75,5.03,9.97
08/09/2018 11:00,4.61,3.6,3.42,5.12,5.25,9.97
08/09/2018 11:15,4.69,3.82,3.57,5.35,5.22,9.97
08/09/2018 11:30,4.76,3.98,3.7,5.32,5.25,9.97
08/09/2018 11:45,4.8,4.11,3.8,5.12,4.96,9.97
08/09/2018 12:00,4.82,4.21,3.88,4.97,5.01,9.97
08/09/2018 12:15,4.85,4.28,3.93,4.65,5.27,9.97
08/09/2018 12:30,4.87,4.31,3.96,5.65,5.58,9.97
08/09/2018 12:45,4.87,4.3,3.97,5.37,5.04,9.97
08/09/2018 13:00,4.87,4.26,3.96,4.83,4.91,9.97
08/09/2018 13:15,4.85,4.18,3.94,4.93,5.05,9.97
08/09/2018 13:30,4.83,4.07,3.9,4.33,4.71,9.97
08/09/2018 13:45,4.78,3.95,3.86,5.91,4.82,9.97
08/09/2018 14:00,4.78,3.82,3.8,4.95,5.01,9.97
08/09/2018 14:15,4.63,3.67,3.73,4.02,4.7,9.97
08/09/2018 14:30,4.46,3.51,3.65,3.86,4.08,9.97
08/09/2018 14:45,4.28,3.35,3.55,3.41,4.43,9.97
08/09/2018 15:00,4.09,3.17,3.43,4.3,3.78,9.97
08/09/2018 15:15,3.88,3,3.3,3.67,3.52,9.97
08/09/2018 15:30,3.65,2.83,3.17,3.15,3.86,9.97
08/09/2018 15:45,3.41,2.69,3.03,4.48,3.26,9.97
08/09/2018 16:00,2.75,2.56,2.88,0.16,2.96,9.97
08/09/2018 16:15,2.55,2.43,2.72,2.4,2.81,9.97
08/09/2018 16:30,2.35,2.29,2.55,3.2,2.48,9.97
08/09/2018 16:45,2.15,2.14,2.37,1.93,2.26,9.97
08/09/2018 17:00,1.94,1.98,2.18,1.85,2.12,9.97
08/09/2018 17:15,1.74,1.82,1.97,1.66,1.94,9.97
08/09/2018 17:30,1.55,1.64,1.76,1.4,1.51,9.97
08/09/2018 17:45,1.36,1.44,1.55,1.19,1.2,9.97
08/09/2018 18:00,1.17,1.24,1.34,1.04,1.1,9.97
08/09/2018 18:15,0.99,1.02,1.14,0.86,0.87,9.97
08/09/2018 18:30,0.81,0.82,0.94,0.6,0.62,9.97
08/09/2018 18:45,0.63,0.64,0.73,0.48,0.46,9.97
08/09/2018 19:00,0.44,0.45,0.52,0.38,0.38,9.97
08/09/2018 19:15,0.27,0.28,0.32,0.26,0.27,9.97
08/09/2018 19:30,0.15,0.16,0.17,0.13,0.13,9.97
08/09/2018 19:45,0.07,0.07,0.07,0.04,0.05,9.97
08/09/2018 20:00,0.01,0.01,0.02,0,0,9.97
08/09/2018 20:15,0,0,0,0,,9.97
08/09/2018 20:30,0,0,0,0,,9.97
08/09/2018 20:45,0,0,0,0,,9.97
08/09/2018 21:00,0,0,0,0,,9.97
08/09/2018 21:15,0,0,0,0,,9.97
08/09/2018 21:30,0,0,0,0,,9.97
08/09/2018 21:45,0,0,0,0,,9.97
08/09/2018 22:00,0,0,0,0,,9.97
08/09/2018 22:15,0,0,0,0,,9.97
08/09/2018 22:30,0,0,0,0,,9.97
08/09/2018 22:45,0,0,0,0,,9.97
08/09/2018 23:00,0,0,0,0,,9.97
08/09/2018 23:15,0,0,0,0,,9.97
08/09/2018 23:30,0,0,0,0,,9.97
08/09/2018 23:45,0,0,0,0,,9.97
09/09/2018 00:00,0,0,0,0,,9.97
09/09/2018 00:15,0,0,0,0,,9.97
09/09/2018 00:30,0,0,0,0,,9.97
09/09/2018 00:45,0,0,0,0,,9.97
09/09/2018 01:00,0,0,0,0,,9.97
09/09/2018 01:15,0,0,0,0,,9.97
09/09/2018 01:30,0,0,0,0,,9.97
09/09/2018 01:45,0,0,0,0,,9.97
09/09/2018 02:00,0,0,0,0,,9.97
09/09/2018 02:15,0,0,0,0,,9.97
09/09/2018 02:30,0,0,0,0,,9.97
09/09/2018 02:45,0,0,0,0,0,9.97
09/09/2018 03:00,0,0,0,0,0,9.97
09/09/2018 03:15,0,0,0,0,0,9.97
09/09/2018 03:30,0,0,0,0,0,9.97
09/09/2018 03:45,0,0,0,0,0,9.97
09/09/2018 04:00,0,0,0,0,0,9.97
09/09/2018 04:15,0,0,0,0,0,9.97
09/09/2018 04:30,0,0,0,0,0,9.97
09/09/2018 04:45,0,0,0,0,0,9.97
09/09/2018 05:00,0,0,0,0,0,9.97
09/09/2018 05:15,0,0,0,0,0,9.97
09/09/2018 05:30,0,0,0,0,0,9.97
09/09/2018 05:45,0,0,0,0,0,9.97
09/09/2018 06:00,0,0,0,0,0,9.97
09/09/2018 06:15,0,0,0,0,0,9.97
09/09/2018 06:30,0,0,0,0,0,9.97
09/09/2018 06:45,0,0,0,0,0,9.97
09/09/2018 07:00,0.01,0.01,0.01,0,0,9.97
09/09/2018 07:15,0.05,0.05,0.07,0.01,0.03,9.97
09/09/2018 07:30,0.15,0.15,0.17,0.06,0.1,9.97
09/09/2018 07:45,0.29,0.3,0.34,0.17,0.16,9.97
09/09/2018 08:00,0.45,0.51,0.61,0.52,,9.97
09/09/2018 08:15,0.67,0.73,0.87,0.54,,9.97
09/09/2018 08:30,0.9,0.94,1.16,0.79,,9.97
09/09/2018 08:45,1.14,1.16,1.45,1.02,,9.97
09/09/2018 09:00,1.37,1.37,1.74,1.2,,9.97
09/09/2018 09:15,1.6,1.57,2.06,1.41,,9.97
09/09/2018 09:30,1.83,1.76,2.4,1.79,,9.97
09/09/2018 09:45,2.08,1.96,2.72,2.04,,9.97
09/09/2018 10:00,2.34,2.17,3.05,2.58,,9.97
09/09/2018 10:15,2.58,2.38,3.39,3.04,,9.97
09/09/2018 10:30,2.8,2.58,3.7,3.35,,9.97
09/09/2018 10:45,3.02,2.78,3.98,3.77,,9.97
09/09/2018 11:00,3.81,2.99,4.26,4.28,,9.97
09/09/2018 11:15,4.02,3.2,4.54,4.26,,9.97
09/09/2018 11:30,4.23,3.42,4.76,4.61,,9.97
09/09/2018 11:45,4.42,3.64,4.98,4.45,,9.97
09/09/2018 12:00,4.61,3.85,5.18,4.47,4.23,9.97
09/09/2018 12:15,4.76,4.04,5.35,4,4.07,9.97
09/09/2018 12:30,4.87,4.18,5.49,3.88,4.03,9.97
09/09/2018 12:45,4.95,4.29,5.61,4.2,4.5,9.97
09/09/2018 13:00,5.01,4.38,5.7,3.99,4.42,9.97
09/09/2018 13:15,5.02,4.47,5.76,4.9,4.84,9.97
09/09/2018 13:30,4.99,4.54,5.8,4.15,4.23,9.97
09/09/2018 13:45,4.95,4.59,5.81,4.29,4.16,9.97
09/09/2018 14:00,4.27,4.62,5.8,4.36,4.09,9.97
09/09/2018 14:15,4.24,4.62,5.77,3.86,4.14,9.97
09/09/2018 14:30,4.2,4.59,5.72,4.53,4.26,9.97
09/09/2018 14:45,4.13,4.56,5.64,4.3,4.43,9.97
09/09/2018 15:00,4.05,4.51,5.54,4.13,4.21,9.97
09/09/2018 15:15,3.95,4.41,5.4,4.64,3.81,9.97
09/09/2018 15:30,3.84,4.28,5.24,3.62,3.8,9.97
09/09/2018 15:45,3.73,4.12,5.06,3.58,3.55,9.97
09/09/2018 16:00,4.44,3.93,4.84,3.95,3.49,9.97
09/09/2018 16:15,4.2,3.72,4.61,4.2,3.6,9.97
09/09/2018 16:30,3.93,3.48,4.34,4.21,3.29,9.97
09/09/2018 16:45,3.64,3.24,4.02,3.55,3.18,9.97
09/09/2018 17:00,3.34,3,3.64,2.75,2.65,9.97
09/09/2018 17:15,3.02,2.73,3.26,1.67,2.35,9.97
09/09/2018 17:30,2.67,2.43,2.87,3.47,2.19,9.97
09/09/2018 17:45,2.34,2.13,2.44,1.82,1.89,9.97
09/09/2018 18:00,2,1.84,2.05,2.06,1.73,9.97
09/09/2018 18:15,1.66,1.53,1.68,1.6,1.53,9.97
09/09/2018 18:30,1.32,1.22,1.33,1.26,1.26,9.97
09/09/2018 18:45,1,0.93,1,0.99,0.89,9.97
09/09/2018 19:00,0.7,0.66,0.7,0.61,0.6,9.97
09/09/2018 19:15,0.41,0.39,0.41,0.36,0.41,9.97
09/09/2018 19:30,0.21,0.2,0.2,0.19,0.27,9.97
09/09/2018 19:45,0.08,0.08,0.08,0.07,0.1,9.97
09/09/2018 20:00,0.01,0.01,0.02,0.01,0.01,9.97
09/09/2018 20:15,0,0,0,0,0,9.97
09/09/2018 20:30,0,0,0,0,0,9.97
09/09/2018 20:45,0,0,0,0,0,9.97
09/09/2018 21:00,0,0,0,0,0,9.97
09/09/2018 21:15,0,0,0,0,0,9.97
09/09/2018 21:30,0,0,0,0,0,9.97
09/09/2018 21:45,0,0,0,0,0,9.97
09/09/2018 22:00,0,0,0,0,0,9.97
09/09/2018 22:15,0,0,0,0,0,9.97
09/09/2018 22:30,0,0,0,0,0,9.97
09/09/2018 22:45,0,0,0,0,0,9.97
09/09/2018 23:00,0,0,0,0,0,9.97
09/09/2018 23:15,0,0,0,0,0,9.97
09/09/2018 23:30,0,0,0,0,0,9.97
09/09/2018 23:45,0,0,0,0,0,9.97
10/09/2018 00:00,0,0,0,0,0,9.97
10/09/2018 00:15,0,0,0,0,0,9.97
10/09/2018 00:30,0,0,0,0,0,9.97
10/09/2018 00:45,0,0,0,0,0,9.97
10/09/2018 01:00,0,0,0,0,0,9.97
10/09/2018 01:15,0,0,0,0,0,9.97
10/09/2018 01:30,0,0,0,0,0,9.97
10/09/2018 01:45,0,0,0,0,0,9.97
10/09/2018 02:00,0,0,0,0,0,9.97
10/09/2018 02:15,0,0,0,0,0,9.97
10/09/2018 02:30,0,0,0,0,0,9.97
10/09/2018 02:45,0,0,0,0,0,9.97
10/09/2018 03:00,0,0,0,0,0,9.97
10/09/2018 03:15,0,0,0,0,0,9.97
10/09/2018 03:30,0,0,0,0,0,9.97
10/09/2018 03:45,0,0,0,0,0,9.97
10/09/2018 04:00,0,0,0,0,0,9.97
10/09/2018 04:15,0,0,0,0,0,9.97
10/09/2018 04:30,0,0,0,0,0,9.97
10/09/2018 04:45,0,0,0,0,0,9.97
10/09/2018 05:00,0,0,0,0,0,9.97
10/09/2018 05:15,0,0,0,0,0,9.97
10/09/2018 05:30,0,0,0,0,0,9.97
10/09/2018 05:45,0,0,0,0,0,9.97
10/09/2018 06:00,0,0,0,0,0,9.97
10/09/2018 06:15,0,0,0,0,,9.97
10/09/2018 06:30,0,0,0,0,0,9.97
10/09/2018 06:45,0,0,0,0,0,9.97
10/09/2018 07:00,0,0,0,0,0,9.97
10/09/2018 07:15,0.05,0.05,0.04,0.01,0.01,9.97
10/09/2018 07:30,0.15,0.14,0.13,0.1,0.12,9.97
10/09/2018 07:45,0.29,0.28,0.26,0.3,0.26,9.97
10/09/2018 08:00,0.47,0.48,0.45,0.43,0.4,9.97
10/09/2018 08:15,0.7,0.71,0.67,0.6,0.59,9.97
10/09/2018 08:30,0.92,0.93,0.87,0.9,0.8,9.97
10/09/2018 08:45,1.15,1.16,1.09,0.96,1.04,9.97
10/09/2018 09:00,1.38,1.38,1.3,1.27,,9.97
10/09/2018 09:15,1.61,1.59,1.53,1.39,1.62,9.97
10/09/2018 09:30,1.84,1.8,1.74,1.99,1.97,9.97
10/09/2018 09:45,2.07,2.01,1.95,1.67,2.47,9.97
10/09/2018 10:00,2.29,2.21,2.15,3.5,3.06,9.97
10/09/2018 10:15,2.53,2.42,2.37,3.58,3.42,9.97
10/09/2018 10:30,2.76,2.61,2.58,3.93,3.97,9.97
10/09/2018 10:45,2.97,2.8,2.77,2.92,4.18,9.97
10/09/2018 11:00,3.85,2.98,2.94,3.62,4.1,9.97
10/09/2018 11:15,3.95,3.16,3.1,4.64,4.04,9.97
10/09/2018 11:30,4.03,3.33,3.26,5.07,3.65,9.97
10/09/2018 11:45,4.13,3.48,3.41,3.14,3.29,9.97
10/09/2018 12:00,4.22,3.62,3.57,4.23,3.45,9.97
10/09/2018 12:15,4.31,3.75,3.7,3.09,3.98,9.97
10/09/2018 12:30,4.39,3.84,3.82,4.31,4.33,9.97
10/09/2018 12:45,4.43,3.91,3.91,4.38,4.26,9.97
10/09/2018 13:00,4.44,3.95,3.99,4.45,4.74,9.97
10/09/2018 13:15,4.42,3.95,4.04,4.28,5.08,9.97
10/09/2018 13:30,4.37,3.92,4.08,4.47,4.68,9.97
10/09/2018 13:45,4.29,3.87,4.09,3.94,4.75,9.97
10/09/2018 14:00,4.08,3.81,4.08,4.4,4.55,9.97
10/09/2018 14:15,3.92,3.74,4.05,4.15,4.44,9.97
10/09/2018 14:30,3.74,3.65,4,4.26,4.48,9.97
10/09/2018 14:45,3.58,3.56,3.92,3.9,4.44,9.97
10/09/2018 15:00,3.4,3.47,3.83,3.86,3.98,9.97
10/09/2018 15:15,3.25,3.36,3.7,3.66,3.77,9.97
